weeks_cols,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,lockdown,is_covid19
2019-03-08,0.6681550802139037,0.6082299465240641,5.593582887700535,-6.419609625668446,0.42245989304812837,0.08970909090909092,0.30002262566844895,0.009873226898395725,0.15975347593582892,0.46752941176470536,119.08748128342253,0,0
2019-03-15,0.6696559139784946,0.601752688172043,5.510752688172043,-6.491666666666661,0.43010752688172044,0.08744946236559137,0.3046653333333331,0.008759067204301077,0.16055268817204305,0.47447311827956956,119.12319892473124,0,0
2019-03-22,0.6672903225806451,0.5998494623655914,5.489247311827957,-6.46825268817204,0.43010752688172044,0.08855107526881717,0.3094733440860213,0.008758302204301077,0.15949462365591402,0.47387634408602114,119.26747849462373,0,0
2019-03-29,0.6686075268817202,0.5811456989247313,5.489247311827957,-6.931139784946234,0.43548387096774194,0.09393817204301078,0.33038710752688155,0.01631990016129032,0.16650698924731183,0.46941989247311805,119.44851075268818,0,0
2019-04-05,0.6715882352941173,0.584305347593583,5.379679144385027,-6.867069518716575,0.42780748663101603,0.09590748663101605,0.3196782459893047,0.015699348983957227,0.17164545454545457,0.47031925133689845,118.67286096256683,0,0
2019-04-12,0.6796349206349201,0.5972962962962962,5.592592592592593,-6.575095238095238,0.4021164021164021,0.09443544973544975,0.30930953439153425,0.01077754756613757,0.16423862433862435,0.4809687830687832,120.34731746031748,0,0
2019-04-19,0.673428571428571,0.5947354497354497,5.756613756613756,-6.602730158730158,0.4021164021164021,0.0944920634920635,0.3137594285714284,0.009763050211640211,0.16168042328042329,0.47775185185185204,119.95043386243391,0,0
2019-04-26,0.6744731182795697,0.5935000000000001,5.67741935483871,-6.571602150537633,0.3978494623655914,0.09652795698924733,0.31211829032258054,0.009919766075268817,0.16099784946236562,0.4772586021505377,120.16181182795702,0,0
2019-05-03,0.6734892473118278,0.5948010752688173,5.709677419354839,-6.5323655913978484,0.3978494623655914,0.09479677419354846,0.3099123763440859,0.009920413387096774,0.16049139784946234,0.4771564516129036,121.17094623655915,0,0
2019-05-10,0.6821720430107526,0.5999569892473119,5.602150537634409,-6.444870967741933,0.41397849462365593,0.095697311827957,0.3095140860215053,0.00992700317204301,0.15749139784946237,0.49182419354838736,120.37446236559143,0,0
2019-05-17,0.6627978723404254,0.602,5.829787234042553,-6.412792553191493,0.40425531914893614,0.09412659574468087,0.3046235106382977,0.009300918244680852,0.1752015957446809,0.4856441489361704,119.02941489361702,0,0
2019-05-24,0.6713689839572191,0.6026737967914438,5.770053475935829,-6.406679144385028,0.39572192513368987,0.09115294117647064,0.30495358288770047,0.007300332192513369,0.16602941176470593,0.49276096256684515,118.1619732620321,0,0
2019-05-31,0.6712365591397849,0.6001451612903226,5.78494623655914,-6.499086021505374,0.3924731182795699,0.09103924731182798,0.31102924731182785,0.0072954710215053726,0.1652290322580645,0.4851091397849464,118.03647849462368,0,0
2019-06-07,0.6713817204301074,0.5980268817204302,5.56989247311828,-6.576650537634406,0.40860215053763443,0.08883763440860214,0.30964698924731177,0.0073533512903225795,0.16712204301075265,0.48650698924731184,118.18898387096777,0,0
2019-06-14,0.6730108108108107,0.5986702702702702,5.427027027027027,-6.532708108108107,0.41621621621621624,0.09267351351351354,0.3130325945945945,0.007386748486486483,0.16294810810810811,0.4798394594594593,119.08736216216221,0,0
2019-06-21,0.6738924731182794,0.5971881720430107,5.580645161290323,-6.5257634408602145,0.41397849462365593,0.08955483870967748,0.3110506989247311,0.007344650913978493,0.16664247311827954,0.48495860215053754,118.83333870967743,0,0
2019-06-28,0.661914438502674,0.5918395721925133,5.614973262032086,-6.864443850267388,0.42245989304812837,0.0880689839572193,0.31383518716577535,0.008002801711229947,0.18912085561497322,0.47600160427807486,117.76075401069522,0,0
2019-07-05,0.6587351351351353,0.5861459459459458,5.491891891891892,-6.836118918918921,0.42162162162162165,0.08841675675675682,0.3252175135135135,0.007750580216216218,0.18571351351351342,0.4768162162162161,118.96027567567572,0,0
2019-07-12,0.6570710382513665,0.5842185792349727,5.497267759562842,-6.884344262295085,0.43169398907103823,0.09007158469945359,0.319747431693989,0.009598399398907106,0.19097377049180317,0.48141530054644793,118.53184699453553,0,0
2019-07-19,0.6512043010752692,0.5832096774193546,5.516129032258065,-6.8917795698924795,0.42473118279569894,0.08734354838709679,0.32533322580645146,0.009927220322580647,0.18753870967741926,0.47723118279569876,119.46652150537636,0,0
2019-07-26,0.6517135135135137,0.5838216216216215,5.324324324324325,-6.852729729729735,0.42162162162162165,0.08407891891891894,0.31985016216216205,0.010012856162162163,0.1887562162162161,0.4775783783783782,119.37032432432436,0,0
2019-08-02,0.6567351351351352,0.5875567567567568,5.475675675675675,-6.726459459459463,0.41081081081081083,0.08883729729729736,0.3235048648648648,0.009646782324324327,0.17294486486486482,0.47974054054054044,120.50414054054058,0,0
2019-08-09,0.653264864864865,0.5709891891891893,5.464864864864865,-6.877983783783789,0.41621621621621624,0.09176756756756758,0.34107027027027026,0.009768361459459462,0.17793297297297297,0.4849351351351352,120.3216918918919,0,0
2019-08-16,0.6455698924731184,0.5823709677419354,5.295698924731183,-6.657569892473124,0.41397849462365593,0.08215752688172048,0.3360806451612902,0.011125388978494626,0.17462903225806448,0.47755376344086015,120.69583870967743,0,0
2019-08-23,0.6460268817204303,0.5770645161290322,5.338709677419355,-6.739500000000006,0.41397849462365593,0.08463978494623661,0.33446021505376333,0.00935651801075269,0.17573978494623654,0.4794784946236557,119.57049999999997,0,0
2019-08-30,0.6512688172043011,0.5799892473118279,5.317204301075269,-6.718489247311833,0.41935483870967744,0.08289516129032265,0.3362258064516129,0.009349741397849462,0.17353064516129033,0.4840860215053763,120.74119354838712,0,0
2019-09-06,0.6429065934065938,0.5729175824175825,5.373626373626373,-6.666774725274724,0.4175824175824176,0.08189560439560448,0.34314390109890114,0.008834609835164839,0.17216648351648348,0.4616379120879119,119.73104395604399,0,0
2019-09-13,0.6398695652173917,0.573,5.483695652173913,-6.733934782608697,0.3858695652173913,0.080221195652174,0.3441080978260869,0.0077219089673913055,0.17659130434782605,0.46382119565217395,120.73469565217394,0,0
2019-09-20,0.647021739130435,0.5770434782608693,5.554347826086956,-6.582059782608693,0.3858695652173913,0.07669782608695658,0.3441689673913043,0.006063825489130434,0.17676304347826083,0.4665983695652173,119.86612500000001,0,0
2019-09-27,0.6418516483516487,0.572565934065934,5.56043956043956,-6.719895604395601,0.3956043956043956,0.07949780219780224,0.35208840659340657,0.006296648736263737,0.17419560439560441,0.4626598901098898,119.71447802197802,0,0
2019-10-04,0.6398222222222226,0.5637222222222223,5.694444444444445,-6.807994444444442,0.3888888888888889,0.08342222222222227,0.3624333333333334,0.007161971555555558,0.17507,0.4630805555555555,120.70962777777784,0,0
2019-10-11,0.6416740331491716,0.5660165745856354,5.723756906077348,-6.788552486187845,0.3756906077348066,0.080282320441989,0.3599453038674033,0.007168676961325968,0.17290220994475142,0.46717955801104954,121.58974585635366,0,0
2019-10-18,0.6385549450549453,0.5676978021978022,5.725274725274725,-6.811489010989009,0.38461538461538464,0.0774082417582418,0.3628,0.0063216396703296715,0.17368516483516486,0.46230934065934054,121.33491758241767,0,0
2019-10-25,0.6341758241758243,0.5672912087912088,5.824175824175824,-6.798093406593402,0.37362637362637363,0.08591703296703297,0.3582038241758241,0.0063306885164835175,0.18675439560439558,0.45596318681318654,120.1530604395605,0,0
2019-11-01,0.6360879120879123,0.5717692307692307,5.78021978021978,-6.799384615384612,0.36813186813186816,0.07973626373626376,0.3566232307692307,0.006362008406593407,0.1824648351648352,0.464567582417582,120.9996593406594,0,0
2019-11-08,0.6336222222222223,0.5628,5.738888888888889,-6.914594444444441,0.4,0.08110444444444447,0.3628290444444443,0.006621700166666669,0.1791577777777778,0.46355166666666653,120.92460555555564,0,0
2019-11-15,0.6373646408839779,0.5553093922651932,5.773480662983426,-7.087187845303864,0.40331491712707185,0.07930994475138121,0.3711099337016575,0.0101932455801105,0.17790276243093928,0.4552889502762429,120.0129447513813,0,0
