song_name,song_artist,track_id,weeks,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
עדיין ילד,אמיר דדון,0Z4glMgWU9yLyfzE0ruKZM,"['8/8/2019', '8/15/2019', '8/22/2019', '8/29/2019']","['classic israeli pop', 'israeli pop', 'israeli rock']",0.607,0.437,9,-6.881,0,0.0551,0.293,0,0.214,0.448,132.994
beautiful people,"ed sheeran, khalid",4evmHXcjt3bTUHD1cvny97,"['8/8/2019', '8/15/2019', '8/22/2019', '8/29/2019', '9/5/2019', '9/12/2019', '9/19/2019', '10/3/2019']","['pop', 'uk pop']",0.64,0.648,5,-8.113,0,0.187,0.124,0,0.0802,0.548,92.977
Numb,dotan,5HNCy40Ni5BZJFw1TKzRsC,"['8/8/2019', '8/15/2019', '8/22/2019', '8/29/2019', '9/5/2019', '9/12/2019', '9/19/2019', '10/3/2019', '10/10/2019']","['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'tropical house']",0.472,0.366,11,-12.595,0,0.0286,0.15,0.308,0.0837,0.171,127.167
לופ,אמיר ובן,7tImrXmRIweI55NttxJOk6,"['8/15/2019', '8/22/2019', '8/29/2019']",['israeli pop'],0.538,0.652,0,-7.206,1,0.071,0.245,0,0.403,0.539,83.695
How Do You Sleep?,Sam Smith,6b2RcmUt1g9N9mQ3CbjX2Y,"['8/15/2019', '8/22/2019', '8/29/2019', '9/5/2019', '9/12/2019', '9/19/2019', '10/3/2019', '10/10/2019']","['dance pop', 'pop', 'post-teen pop', 'uk pop']",0.477,0.682,1,-4.931,0,0.0925,0.153,0,0.0763,0.345,110.567
מי אני,קרן פלס,225AIfJYNycuNrZCTHjiyO,"['8/22/2019', '8/29/2019', '9/5/2019', '9/12/2019', '9/19/2019', '10/3/2019']",['israeli singer-songwriter'],0.623,0.408,1,-8.941,1,0.0275,0.56,0.00181,0.0947,0.372,86.989
Loco Contigo,"DJ Snake, J Balvin, Tyga",6osaMSJh9NguagEDQcZaKx,"['8/22/2019', '8/29/2019', '9/5/2019', '9/12/2019', '9/19/2019', '10/3/2019', '10/10/2019', '10/17/2019', '10/24/2019']","['dance pop', 'edm', 'electronic trap', 'pop', 'pop dance']",0.694,0.758,11,-2.986,1,0.218,0.278,0.00000134,0.102,0.371,192.091
Higher Love,"Kygo, Whitney Houston",6oJ6le65B3SEqPwMRNXWjY,['8/22/2019'],"['edm', 'pop', 'pop dance', 'tropical house']",0.693,0.678,8,-7.159,1,0.0324,0.0154,0.00000605,0.101,0.404,103.952
חזרי אלי,נתן גושן,2hZFuu7Nn4kbHozvDyy0BX,"['8/29/2019', '9/5/2019', '9/12/2019', '9/19/2019', '10/3/2019', '10/10/2019', '10/17/2019', '10/24/2019', '11/7/2019', '11/14/2019']",['israeli pop'],0.484,0.321,7,-7.779,0,0.0316,0.667,0,0.187,0.358,127.658
Boyfriend,"Ariana Grande, Social House",1tWgOr4bHpdYEX9sILhJ0J,"['8/29/2019', '9/5/2019', '9/12/2019', '5/21/2020', '6/4/2020', '6/11/2020', '6/18/2020', '6/28/2020']","['dance pop', 'pop', 'post-teen pop']",0.716,0.547,10,-6.059,0,0.0507,0.0344,0.00184,0.0931,0.362,96.977
Panini,Lil Nas X,1000nHvUdawXuUHgBod4Wv,['8/29/2019'],"['country rap', 'lgbtq+ hip hop', 'pop rap', 'queer country']",0.703,0.594,5,-6.146,0,0.0752,0.342,0,0.123,0.475,153.848
Heliocentric,Blueberry,6O8IWP4asahBUNY1RZkITq,"['9/5/2019', '9/12/2019', '9/19/2019', '10/3/2019', '10/10/2019', '10/17/2019', '10/24/2019']","['melodic rap', 'rap conscient', 'trap', 'vapor trap']",0.52,0.6,6,-6.645,0,0.0286,0.22,0,0.162,0.367,132.8
רוקדים צמודים,ג'יין בורדו,7lUDcFMpOnFEpfSixlCWUc,"['9/5/2019', '9/12/2019']",['israeli pop'],0.557,0.625,4,-8.079,1,0.0348,0.0528,0.00000581,0.591,0.578,74.992
יש יופי,"חמי רודנר, יאיר הררי",13SbDpaUmhR4pzO0vjqQP2,"['9/5/2019', '9/12/2019']","['classic israeli pop', 'israeli rock']",0.516,0.769,10,-4.342,0,0.051,0.373,0,0.0826,0.651,80.024
lalala,"yk, bbno$",51Fjme0JiitpyXKuyQiCDo,"['9/5/2019', '9/12/2019', '9/19/2019', '10/3/2019', '10/10/2019', '10/17/2019', '10/24/2019', '11/7/2019']",,0.843,0.391,2,-7.899,1,0.0845,0.181,0,0.137,0.496,129.972
lover,taylor swift,4lZ4KQxar3CBzwTjNpV6lw,"['9/5/2019', '9/12/2019', '9/19/2019', '10/3/2019']","['dance pop', 'pop', 'pop dance']",0.797,0.605,5,-5.123,0,0.0578,0.0827,0.00000344,0.124,0.448,110.024
לרקוד עם דמעות בעיניים,"עברי לידר, דיג'יי תומר מייזנר, נועה קירל",2XxnaUUACnu3BOlyPPJLDF,"['9/12/2019', '9/19/2019', '10/3/2019', '10/10/2019', '10/17/2019', '10/24/2019', '11/7/2019', '11/14/2019', '11/21/2019', '11/28/2019', '12/5/2019']",,0.812,0.794,9,-4.544,1,0.0425,0.162,0.0000094,0.0749,0.604,128.008
אחת כמוני,לירן דנינו,2BmYBeZOsPPg2OfRmg8rMo,"['9/19/2019', '10/3/2019', '10/10/2019', '10/17/2019', '10/24/2019', '11/7/2019', '11/14/2019', '11/21/2019']",['israeli pop'],0.664,0.293,3,-10.021,0,0.0381,0.816,0,0.263,0.316,127.793
שבועיים,"דיקלה, מרק קקון",6Pe9LIkWZ28BuAA3NYlLCl,"['9/19/2019', '10/3/2019', '10/10/2019', '10/17/2019', '10/24/2019', '11/7/2019', '11/14/2019']",,0.698,0.391,6,-8.242,0,0.0464,0.793,0,0.0768,0.492,80.998
Truth Hurts,Lizzo,3HWzoMvoF3TQfYg4UPszDq,"['9/19/2019', '10/3/2019', '10/10/2019', '10/17/2019', '10/24/2019', '11/7/2019', '11/14/2019']","['dance pop', 'escape room', 'minnesota hip hop', 'pop', 'pop dance', 'pop rap', 'trap queen']",0.715,0.624,4,-3.046,0,0.114,0.11,0,0.123,0.412,158.087
Only Human,Jonas Brothers,0DiDStADDVh3SvAsoJAFMk,"['9/19/2019', '10/3/2019', '10/10/2019', '10/17/2019', '10/24/2019', '11/7/2019']","['boy band', 'dance pop', 'pop', 'pop dance', 'pop rock', 'post-teen pop']",0.795,0.496,0,-5.883,1,0.0722,0.108,0,0.0645,0.874,94.01
אני רוצה,עידן עמדי,2iU9qCpLP3urxsq32yY5jc,"['10/10/2019', '10/17/2019', '10/24/2019', '11/7/2019']",['israeli pop'],0.632,0.499,2,-7.975,0,0.0313,0.788,0,0.199,0.332,105.876
בין קודש לחול,"אמיר דדון, שולי רנד",3V1FEnWwoN0pt2n4F6JrNx,"['10/10/2019', '10/17/2019', '10/24/2019', '11/7/2019', '11/14/2019', '11/21/2019', '11/28/2019', '12/5/2019', '12/12/2019']","['classic israeli pop', 'israeli pop', 'israeli rock']",0.382,0.375,8,-8.051,1,0.0313,0.763,0,0.144,0.338,90.82
הכל שקוף,מרגי,7kRiFShzUQm2J7YgCkDHma,"['10/10/2019', '10/17/2019', '10/24/2019', '11/7/2019', '11/14/2019', '11/21/2019', '11/28/2019']","['israeli hip hop', 'israeli trap']",0.712,0.458,2,-8.223,0,0.124,0.34,0.0000141,0.132,0.411,115.973
Reste,"Gims, Sting",1CGzjyk03OOysbuohQ7D2k,"['10/10/2019', '10/17/2019', '10/24/2019', '11/7/2019', '11/14/2019', '11/21/2019', '11/28/2019']","['permanent wave', 'soft rock', 'sophisti-pop']",0.747,0.539,5,-7.14,0,0.0471,0.488,0,0.104,0.698,100.017
Circles,Post Malone,21jGcNKet2qwijlDFuPiPb,"['10/10/2019', '10/17/2019', '10/24/2019', '11/7/2019', '11/14/2019', '11/21/2019', '11/28/2019', '12/5/2019', '12/12/2019']","['dfw rap', 'melodic rap', 'rap']",0.695,0.762,0,-3.497,1,0.0395,0.192,0.00244,0.0863,0.553,120.042
Don't Call Me Angel,"Ariana Grande, Miley Cyrus, Lana Del Rey",6zegtH6XXd2PDPLvy1Y0n2,"['10/10/2019', '10/17/2019', '10/24/2019', '11/7/2019', '11/14/2019']","['dance pop', 'pop', 'post-teen pop']",0.644,0.755,1,-5.325,1,0.0448,0.00237,0.00000764,0.0859,0.334,102.861
all the good girls go to hell,Billie Eilish,6IRdLKIyS4p7XNiP8r6rsx,"['10/17/2019', '10/24/2019']","['electropop', 'pop']",0.726,0.444,8,-8.922,0,0.372,0.283,0.143,0.177,0.569,185.044
Once,Liam Gallagher,4kP69y3GKHi9tXckfgp4bK,"['10/17/2019', '10/24/2019', '11/7/2019']","['britpop', 'modern rock', 'rock']",0.524,0.519,6,-11.903,1,0.043,0.195,0,0.523,0.847,110.121
אומר דברים בשקט,אורן ברזילי,5vg3lrVZ0jYaQ8odcxugjc,['10/24/2019'],['israeli rock'],0.57,0.537,7,-5.553,1,0.027,0.583,0,0.104,0.41,84.018
מאושרים,"דולי ופן, לירן דנינו, נועה קירל",5bfyO9R6raJctlhVpXzPG4,"['11/7/2019', '11/14/2019', '11/21/2019', '11/28/2019', '12/5/2019', '12/12/2019', '12/19/2019', '1/2/2020', '1/9/2020', '1/16/2020', '1/23/2020']",['israeli pop'],0.673,0.427,6,-7.629,0,0.0458,0.143,0.000112,0.105,0.393,113.556
שמש,חנן בן ארי,3AmiMUDY8duiOiCYoRnjQ2,"['11/7/2019', '11/14/2019', '11/21/2019', '11/28/2019', '12/5/2019', '12/12/2019', '12/19/2019', '1/2/2020']",['israeli pop'],0.496,0.418,7,-8.809,0,0.0358,0.575,0,0.0906,0.109,124.351
Wild West,Dennis Lloyd,3UqQUExRt3YlS4PNo5Thtq,"['11/7/2019', '11/14/2019', '11/21/2019', '11/28/2019', '12/5/2019', '12/12/2019', '1/2/2020']","['israeli pop', 'tropical house']",0.849,0.799,7,-5.301,0,0.0377,0.0403,0,0.087,0.561,108.056
Dance Monkey,Tones & I,2XU0oxnq2qxCpomAAuJY8K,"['11/7/2019', '11/14/2019', '11/21/2019', '11/28/2019', '12/5/2019', '12/12/2019', '12/19/2019', '1/2/2020', '1/9/2020', '1/16/2020', '1/23/2020', '2/6/2020', '2/13/2020', '2/20/2020', '2/27/2020', '3/5/2020', '3/12/2020', '3/19/2020', '3/26/2020', '4/2/2020', '4/16/2020', '4/23/2020', '4/30/2020', '5/7/2020', '5/14/2020', '5/21/2020', '6/4/2020', '6/11/2020']","['australian pop', 'pop']",0.824,0.588,6,-6.4,0,0.0924,0.692,0.000104,0.149,0.513,98.027
Someone You Loved,Lewis Capaldi,7qEHsqek33rTcFNT9PFqLf,"['11/7/2019', '11/14/2019', '11/21/2019', '11/28/2019', '12/5/2019', '12/12/2019', '12/19/2019', '1/2/2020']","['pop', 'uk pop']",0.501,0.405,1,-5.679,1,0.0319,0.751,0,0.105,0.446,109.891
Barrio,Mahmood,5dgFb0dVXQgRyL6HUuhgYK,"['11/7/2019', '11/14/2019', '11/21/2019', '11/28/2019']",['italian pop'],0.615,0.928,1,-3.711,0,0.172,0.348,0,0.197,0.927,184.901
סיבה לברוח,גיא ויהל,0XkHW5Pmd3YLPIcaHTn4Q5,"['11/14/2019', '11/21/2019', '11/28/2019', '12/5/2019', '12/12/2019']",[],0.529,0.493,9,-6.972,0,0.0714,0.0819,0.00000112,0.106,0.226,83.621
Lights Up,Harry Styles,4jAIqgrPjKLTY9Gbez25Qb,"['11/14/2019', '11/21/2019', '11/28/2019']","['pop', 'post-teen pop']",0.575,0.621,10,-8.165,0,0.032,0.0392,0.0045,0.141,0.27,101.987
Teeth,5 Seconds Of Summer,26wLOs3ZuHJa2Ihhx6QIE6,"['11/14/2019', '11/21/2019', '11/28/2019']","['boy band', 'dance pop', 'electropop', 'pop', 'post-teen pop']",0.749,0.461,10,-2.961,0,0.0416,0.0516,0.00000624,0.0738,0.42,139.02
Ride It,Regard,2tnVG71enUj33Ic2nFN6kZ,"['11/14/2019', '11/21/2019', '11/28/2019', '12/5/2019', '12/12/2019']","['dance pop', 'pop', 'pop dance', 'post-teen pop', 'tropical house', 'uk contemporary r&b', 'uk pop']",0.88,0.751,7,-4.258,0,0.0874,0.177,0.0000643,0.106,0.884,117.948
כתוב מלמעלה,עידן רייכל,595ojjhl4tSnHU32pQbU7l,"['11/21/2019', '11/28/2019', '12/5/2019', '12/12/2019', '12/19/2019', '1/2/2020']","['afropop', 'malian blues', 'world']",0.645,0.681,8,-5.898,1,0.0589,0.039,0,0.0897,0.792,155.997
Don't Start Now,Dua Lipa,6o6urrgOIVbIzzmO4KJHCO,"['11/21/2019', '11/28/2019', '12/5/2019', '12/12/2019', '12/19/2019', '1/2/2020', '1/9/2020', '1/16/2020', '1/23/2020', '2/6/2020']","['dance pop', 'pop', 'pop dance', 'uk pop']",0.498,0.185,11,-12.205,0,0.0484,0.876,0.459,0.237,0.707,78.775
Orphans,Coldplay,6muOWhMh7Tf0UFUtMDBhUR,"['11/21/2019', '11/28/2019', '1/2/2020', '1/9/2020']","['permanent wave', 'pop']",0.503,0.808,11,-5.051,0,0.0451,0.0258,0.00149,0.557,0.282,107.973
Lola Marsh,Only For A Moment,2rmk4LsLFzVll7ceG3V2wq,"['11/28/2019', '12/5/2019', '12/12/2019']","['israeli indie', 'new americana']",0.825,0.484,4,-9.095,0,0.0301,0.677,0.00925,0.141,0.557,112.028
אגרוף,עדן בן זקן,2DSBoOVLqBdNXZKSJBdtBN,"['12/5/2019', '12/12/2019', '12/19/2019', '1/2/2020', '1/9/2020', '1/16/2020', '1/23/2020', '1/23/2020', '2/13/2020', '2/20/2020']","['israeli mediterranean', 'israeli pop', 'mizrahi']",0.534,0.525,5,-8.763,0,0.0585,0.544,0.000132,0.208,0.278,120.014
Maroon,Memories,6bIPHR8AJG5HAcn9oF21Ma,"['12/5/2019', '12/12/2019', '12/19/2019']","['pop', 'pop rock']",0.412,0.34,7,-14.836,1,0.0294,0.386,0.574,0.12,0.144,74.212
Arizona Zervas,ROXANNE,1fFeUjQPUG8AoUiFUhwe7m,"['12/5/2019', '12/12/2019', '12/19/2019', '1/2/2020', '1/9/2020', '1/16/2020', '1/23/2020', '2/6/2020']","['pop rap', 'rhode island rap']",0.803,0.51,11,-6.747,1,0.0964,0.427,0.0000233,0.113,0.36,86.011
Coldplay,Orphans,5J8m6w5VmswbMBYUAFf44t,"['12/5/2019', '12/12/2019', '12/19/2019']","['permanent wave', 'pop']",0.631,0.871,9,-5.703,1,0.0585,0.000635,0.00775,0.545,0.293,125.022
"The Black Eyed Peas, J Balvin",RITMO (Bad Boys For Life),0oRbbkv5YDM5BgGJwraEyn,"['12/12/2019', '12/12/2019', '12/19/2019', '1/2/2020', '1/9/2020', '1/16/2020', '1/23/2020']","['dance pop', 'pop', 'pop dance', 'pop rap']",0.755,0.779,1,-8.201,1,0.114,0.000288,0.0000176,0.844,0.392,123.993
Camila Cabello,Liar,4vUmTMuQqjdnvlZmAH61Qk,"['12/12/2019', '12/19/2019', '1/2/2020', '1/9/2020']","['dance pop', 'electropop', 'pop', 'pop dance', 'post-teen pop']",0.857,0.621,9,-6.376,0,0.0825,0.148,0,0.0865,0.668,97.989
במקום הכי רחוק,בניה ברבי,3w47cRrnouD1Yod5dyBppG,"['12/19/2019', '1/2/2020', '1/9/2020', '1/16/2020', '1/23/2020', '2/6/2020']","['israeli mediterranean', 'israeli pop', 'mizrahi', 'persian pop']",0.681,0.564,0,-7.23,0,0.0453,0.585,0,0.36,0.364,112.155
לילה בסיני,משה פרץ,7froG4iXI1r0X5e3AgggGA,"['12/19/2019', '1/2/2020']","['israeli mediterranean', 'israeli pop', 'mizrahi']",0.772,0.278,2,-10.565,0,0.0333,0.846,0,0.097,0.297,104.988
Dennis Lloyd,Wild West,1BOaImIreIDugjzrEv7kHE,"['12/19/2019', '2/13/2020', '2/20/2020', '2/27/2020']","['contemporary country', 'country pop']",0.597,0.0142,2,-36.872,1,0.723,0.0689,0,0.261,0.246,107.606
איפה הרומנטיקה,כרקוקלי,0dHqkg514xW7NOFTw2Bsww,['12/19/2019'],['israeli pop'],0.531,0.502,3,-6.631,0,0.283,0.438,0,0.109,0.339,165.921
everything i wanted,billie eilish,3ZCTVFBt2Brf31RLEnCkWJ,"['12/19/2019', '1/2/2020', '1/9/2020', '1/16/2020', '1/23/2020', '2/6/2020', '2/13/2020']","['electropop', 'pop']",0.704,0.225,6,-14.454,0,0.0994,0.902,0.657,0.106,0.243,120.006
ayy macarena,tyga,6LcauUZjF1eXQrgqMUecHX,['12/19/2019'],"['dance pop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",0.816,0.63,2,-5.568,1,0.226,0.133,0,0.0692,0.715,96.493
נחכה לך,"ישי ריבו, נתן גושן",0ety2yTiWVKeqQeaed4Spj,"['1/2/2020', '1/9/2020', '1/16/2020', '1/23/2020', '2/6/2020']",['israeli pop'],0.542,0.465,2,-7.736,1,0.027,0.491,0,0.0737,0.464,74.911
דיבור נגוע,"מרגי, סטפן לגר",19u24hOHMdNfGPedV2lFum,"['1/2/2020', '1/9/2020', '1/16/2020', '1/23/2020', '2/6/2020', '2/13/2020', '2/20/2020', '2/27/2020', '3/5/2020', '3/12/2020', '3/19/2020', '3/26/2020', '4/2/2020', '4/16/2020']",,0.895,0.49,5,-4.452,0,0.165,0.0617,0,0.0802,0.728,96.995
איפה הרומנטיקה?,כרקוקלי,0dHqkg514xW7NOFTw2Bsww,"['1/2/2020', '1/9/2020', '1/16/2020', '1/23/2020']",['israeli pop'],0.531,0.502,3,-6.631,0,0.283,0.438,0,0.109,0.339,165.921
Memories,Maroon,2b8fOow8UzyDFAE27YhOZM,"['1/2/2020', '1/9/2020', '1/16/2020', '1/23/2020']","['pop', 'pop rock']",0.764,0.32,11,-7.209,1,0.0546,0.837,0,0.0822,0.575,91.019
"Meduza, Becky Hill, Goodboys",Lose Control,7dx2BcBcf0OzegEX7AvkGg,"['1/2/2020', '1/9/2020', '1/16/2020', '1/23/2020', '2/6/2020', '2/13/2020', '2/20/2020']","['edm', 'pop dance', 'pop house', 'tropical house']",0.598,0.526,10,-8.659,0,0.0415,0.129,0,0.14,0.529,123.935
איתי לוי,לקחת את המפתחות,595w9qSf2MPRMr8diIgkkd,"['1/9/2020', '1/16/2020', '1/23/2020', '2/6/2020', '2/13/2020', '2/20/2020', '2/27/2020']","['israeli mediterranean', 'mizrahi']",0.541,0.579,4,-5.551,0,0.0304,0.495,0,0.369,0.175,96.011
Clandestina,Filv & Edmofo,3xwuwvyU5C93Xk2GgMfN20,"['1/9/2020', '1/16/2020', '1/23/2020', '2/6/2020', '2/13/2020', '2/20/2020']","['african gospel', 'azontobeats']",0.534,0.611,8,-9.183,0,0.295,0.182,0.0000497,0.141,0.266,102.208
אל תעזבי ידיים,עקיבא,7kF5DKRiCp7H5jnawmoW7k,"['1/16/2020', '1/23/2020', '2/6/2020', '2/13/2020', '2/20/2020', '2/27/2020', '3/5/2020', '3/12/2020', '3/19/2020', '3/26/2020', '4/2/2020', '4/16/2020', '4/23/2020', '4/30/2020', '5/7/2020']",['israeli pop'],0.598,0.455,1,-7.951,0,0.0475,0.737,0.00000674,0.224,0.257,88.078
Blinding Lights,The Weeknd,0VjIjW4GlUZAMYd2vXMi3b,"['1/16/2020', '1/23/2020', '2/6/2020', '2/13/2020', '2/20/2020', '2/27/2020', '3/5/2020', '3/12/2020', '3/19/2020', '3/26/2020', '4/2/2020', '4/16/2020', '4/23/2020', '4/30/2020', '5/7/2020', '5/14/2020', '5/21/2020', '6/4/2020', '6/11/2020', '6/18/2020']","['canadian contemporary r&b', 'canadian pop', 'pop']",0.514,0.73,1,-5.934,1,0.0598,0.00146,0.0000954,0.0897,0.334,171.005
My Oh My,"Camila Cabello, DaBaby",3yOlyBJuViE2YSGn3nVE1K,"['1/16/2020', '1/23/2020', '2/6/2020', '2/13/2020', '2/20/2020', '2/27/2020', '3/5/2020', '3/12/2020']","['dance pop', 'electropop', 'pop', 'pop dance', 'post-teen pop']",0.724,0.491,8,-6.024,1,0.0296,0.018,0.0000129,0.0887,0.383,105.046
Unfaithful,Dennis Lloyd,0koVWDcbAH9dJXOsOcaohF,"['2/6/2020', '3/5/2020', '3/12/2020']","['israeli pop', 'tropical house']",0.643,0.566,11,-4.88,0,0.0509,0.00934,0.00000296,0.25,0.419,75.991
אם אתה גבר,נועה קירל,7sTRlhopHysG8xf42IelBW,"['2/6/2020', '2/13/2020', '2/20/2020', '2/27/2020', '3/5/2020', '3/12/2020', '3/19/2020', '3/26/2020', '4/2/2020', '4/16/2020', '4/23/2020', '4/30/2020']",['israeli pop'],0.767,0.71,8,-5.154,0,0.0694,0.218,0.0000954,0.193,0.691,140.066
Ordinary Man,"Ozzy Osbourne, Elton John",6eEYGGFfFbtKHCgJM4uh9v,"['2/6/2020', '2/13/2020', '2/20/2020', '2/27/2020', '3/5/2020', '3/12/2020', '3/19/2020', '3/26/2020']","['album rock', 'birmingham metal', 'hard rock', 'metal', 'rock']",0.428,0.599,4,-2.135,1,0.0286,0.0665,0.00000986,0.137,0.134,125.83
Phone Numbers,Dominic Fike,3f9Mzvd3URfbbIJBX4pz9Z,['2/6/2020'],"['alternative pop rock', 'alternative r&b', 'pop']",0.884,0.539,1,-6.389,0,0.208,0.239,0,0.0805,0.776,85.008
מה עבר עלי,עדן חסון,4IB1j31aPuXaTilHk2FbZt,"['2/13/2020', '2/20/2020', '2/27/2020', '3/5/2020', '3/12/2020', '3/26/2020', '4/2/2020', '4/16/2020']",['israeli mediterranean'],0.565,0.423,7,-8.748,1,0.0481,0.589,0,0.115,0.479,141.578
איפה את,אליעד,0JKeFPJ2hfQUEr8s3t2gf8,"['2/13/2020', '2/20/2020', '2/27/2020', '3/5/2020', '3/12/2020', '3/26/2020', '4/2/2020', '4/16/2020']",['israeli pop'],0.694,0.44,11,-8.191,0,0.0435,0.825,0,0.365,0.354,132.036
Physical,Dua Lipa,5px6upUHM3fhOP621Edp4V,"['2/13/2020', '2/20/2020', '2/27/2020', '3/5/2020', '3/12/2020', '3/19/2020', '3/26/2020', '4/2/2020', '4/16/2020', '4/23/2020', '4/30/2020', '5/7/2020', '5/14/2020']","['dance pop', 'pop', 'pop dance', 'uk pop']",0.647,0.844,0,-3.756,1,0.0457,0.0137,0.000658,0.102,0.746,146.962
Stop This Flame,Celeste,1bObrsJGW0UCIGZkvnDqbe,"['2/13/2020', '2/20/2020', '2/27/2020']","['folk-pop', 'nz pop']",0.752,0.702,10,-4.927,0,0.0378,0.296,0,0.103,0.324,119.987
Look At Her Now,Selena Gomez,0wknQEupBWNHNQzdmoE3Bs,"['2/13/2020', '2/20/2020', '2/27/2020']","['dance pop', 'pop', 'pop dance', 'post-teen pop']",0.753,0.564,10,-7.908,0,0.251,0.114,0.0275,0.359,0.55,77.341
Further Up,"סטטיק ובן אל תבורי, פיטבול",4MSmAXjcdrspd2RxUxdtT3,"['2/20/2020', '2/27/2020', '3/5/2020', '3/12/2020', '3/19/2020', '3/26/2020', '4/2/2020', '4/16/2020']",,0.8,0.876,6,-0.882,1,0.113,0.0148,0,0.218,0.912,100.025
Before You Go,Lewis Capaldi,7ce20yLkzuXXLUhzIDoZih,"['2/20/2020', '2/27/2020', '3/5/2020', '3/12/2020', '3/19/2020', '3/26/2020', '4/2/2020', '4/16/2020']","['pop', 'uk pop']",0.459,0.575,3,-4.858,1,0.0573,0.604,0,0.0885,0.183,111.881
No Time To Die,Billie Eilish,73SpzrcaHk0RQPFP73vqVR,"['2/27/2020', '3/5/2020', '3/12/2020', '3/19/2020', '3/26/2020', '4/2/2020', '4/16/2020']","['electropop', 'pop']",0.38,0.219,4,-13.273,0,0.0358,0.917,0.0104,0.0827,0.0517,73.537
Say So,Doja Cat,3Dv1eDb0MEgF93GpLXlucZ,"['2/27/2020', '3/5/2020', '3/12/2020', '3/19/2020', '3/26/2020', '4/2/2020', '4/16/2020', '4/23/2020', '4/30/2020']","['dance pop', 'pop']",0.787,0.673,11,-4.577,0,0.158,0.256,0.00000357,0.0904,0.786,110.962
לקחת את המפתחות,איתי לוי,29gCUQ8kKPbmh3VKyspTfg,"['3/5/2020', '3/12/2020']",['israeli mediterranean'],0.466,0.441,10,-6.096,0,0.127,0.655,0,0.101,0.345,74.097
דבש ותפוח,תומר יוסף ,5fFNw4YX4N8sR1CFzbPTDW,"['3/5/2020', '3/12/2020', '3/19/2020']","['classic israeli pop', 'israeli hip hop']",0.803,0.549,10,-7.071,0,0.0848,0.43,0,0.065,0.919,93.965
Better,עדן אלנה,6K4t31amVTZDgR3sKmwUJJ,['3/5/2020'],['eurovision'],0.64,0.74,4,-4.083,1,0.0284,0.0115,0.00678,0.167,0.785,116.879
ROSES (Imanbek Remix),SAINt JHN,6e6be6hyp6QXrAlzCUFzSL,"['3/5/2020', '3/12/2020', '3/19/2020', '3/26/2020', '4/2/2020', '4/16/2020', '4/23/2020', '4/30/2020']","['melodic rap', 'pop rap', 'slap house']",0.784,0.721,8,-5.457,1,0.0506,0.0149,0.00424,0.285,0.895,121.966
What A Man Gotta Do,Jonas Brothers,4wNIkl5XGiAACjFBlDWuSd,"['3/5/2020', '3/12/2020']","['boy band', 'dance pop', 'pop', 'pop dance', 'pop rock', 'post-teen pop']",0.852,0.698,9,-7.206,1,0.0629,0.00839,0.00000103,0.0773,0.324,113.039
כלום לא טעים,אלדד כהן,5I9mSjiYH7253stPG9uQn8,"['3/12/2020', '3/19/2020', '3/26/2020', '4/2/2020', '4/16/2020', '4/23/2020', '4/30/2020', '5/7/2020', '5/14/2020', '5/21/2020']",[],0.627,0.653,9,-6.118,0,0.0625,0.556,0,0.444,0.419,124.097
Feker Libi,עדן אלנה,2vxijCz1x6bxozBE2khCSx,"['3/19/2020', '3/26/2020', '4/2/2020', '4/16/2020', '4/23/2020', '4/30/2020', '5/14/2020', '5/21/2020']",['eurovision'],0.737,0.907,8,-2.982,1,0.131,0.238,0.0000264,0.0962,0.563,119.915
אם תרצי,חנן בן ארי,3BRlBgX59CKqOa8PXI41qQ,"['3/19/2020', '3/26/2020', '4/2/2020', '4/16/2020', '4/23/2020', '4/30/2020', '5/7/2020', '5/14/2020', '5/21/2020']",['israeli pop'],0.67,0.597,11,-9.85,0,0.0362,0.355,0,0.328,0.778,131.036
Stupid Love,Lady Gaga,0VBdBDBOu02U0ZFN8Wh4vt,"['3/19/2020', '3/26/2020', '4/2/2020', '4/16/2020', '4/23/2020', '4/30/2020']","['dance pop', 'pop', 'pop dance']",0.68,0.825,8,-4.296,1,0.0702,0.00173,0.000122,0.27,0.784,117.987
Moral of the Story,Ashe,2nC3QhMI9reBIOWutbU3Tj,"['3/19/2020', '3/26/2020', '4/2/2020', '4/16/2020', '4/23/2020', '4/30/2020']",['social media pop'],0.572,0.406,10,-8.624,1,0.0427,0.587,0.00000448,0.102,0.265,119.812
WE,"סטטיק ובן אל תבורי, מירי מסיקה",2QjOHCTQ1Jl3zawyYOpxh6,"['3/26/2020', '4/2/2020', '4/16/2020', '4/23/2020', '4/30/2020', '5/7/2020', '5/14/2020']",,0.612,0.807,10,-2.81,1,0.0336,0.0495,0.0177,0.101,0.398,124.053
The Other Side,"Justin Timberlake, SZA",0ada5XsQGLPUVbmTCkAP49,"['4/2/2020', '4/16/2020', '4/23/2020', '4/30/2020', '5/7/2020']","['pop', 'pop rap']",0.701,0.65,6,-6.313,1,0.104,0.291,0,0.112,0.647,90.003
את חסרה לי,עדן חסון,016blcFaFbzXopGoqVOKZU,"['4/23/2020', '5/7/2020', '5/14/2020', '5/21/2020']",['israeli mediterranean'],0.651,0.645,4,-6.173,0,0.063,0.47,0,0.2,0.307,129.928
