song_name,song_artist,track_id,weeks,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
כתר מלוכה,ישי ריבו,5917JyhQgiAz3Faodi9qzv,"['4/23/2020', '4/30/2020', '5/7/2020', '5/14/2020', '5/21/2020']",['israeli pop'],0.554,0.399,10,-7.912,0,0.0357,0.872,0.0000168,0.131,0.396,72.007
להמשיך ללכת ,גיא ויהל,5MK6ElICZZ3tJ5E7nV7jKq,['4/23/2020'],[],0.467,0.646,8,-6.91,1,0.037,0.253,0,0.102,0.396,131.874
Dua Lipa,Break My Heart,5JqZ3oqF00jkT81foAFvqg,"['4/23/2020', '4/30/2020']","['dance pop', 'pop', 'pop dance', 'uk pop']",0.781,0.67,3,-3.912,0,0.0452,0.0103,0,0.0761,0.595,127.99
In your Eyes,The Weeknd,7szuecWAPwGoV1e5vGu8tl,"['4/23/2020', '4/30/2020']","['canadian contemporary r&b', 'canadian pop', 'pop']",0.667,0.719,7,-5.371,0,0.0346,0.00285,0.000081,0.0736,0.717,100.021
מורידים את הירח,"שלומי שבת , אליעד",6RPkvzPRbQ5eHX2iSOF0te,"['5/7/2020', '5/14/2020', '5/21/2020']",,0.778,0.438,3,-8.834,0,0.0415,0.444,0.0000034,0.116,0.495,99.996
להמשיך ללכת,גיא ויהל,5MK6ElICZZ3tJ5E7nV7jKq,"['5/7/2020', '5/14/2020']",[],0.467,0.646,8,-6.91,1,0.037,0.253,0,0.102,0.396,131.874
Break My Heart,Dua Lipa,017PF4Q3l4DBUiWoXk4OWT,"['5/7/2020', '5/14/2020', '5/21/2020', '6/4/2020']","['dance pop', 'pop', 'pop dance', 'uk pop']",0.73,0.729,4,-3.434,0,0.0883,0.167,0.00000139,0.349,0.467,113.013
Toosie Slide,Drake,127QTOFJsJQp5LbJbu3A1y,"['5/7/2020', '5/14/2020', '5/21/2020', '6/4/2020', '6/11/2020', '6/18/2020', '6/28/2020', '7/9/2020']","['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",0.834,0.454,1,-9.75,0,0.201,0.321,0.00000615,0.114,0.837,81.618
Roses (Imanbek Remix),SAINt JHN,6e6be6hyp6QXrAlzCUFzSL,"['5/7/2020', '5/14/2020', '5/21/2020', '6/4/2020', '6/11/2020', '6/18/2020', '6/28/2020']","['melodic rap', 'pop rap', 'slap house']",0.784,0.721,8,-5.457,1,0.0506,0.0149,0.00424,0.285,0.895,121.966
Say so,Doja Cat,3Dv1eDb0MEgF93GpLXlucZ,"['5/7/2020', '5/14/2020', '5/21/2020']","['dance pop', 'pop']",0.787,0.673,11,-4.577,0,0.158,0.256,0.00000357,0.0904,0.786,110.962
In Your Eyes,The Weekend,7szuecWAPwGoV1e5vGu8tl,"['5/7/2020', '5/14/2020', '5/21/2020']","['pop', 'pop rap']",0.667,0.719,7,-5.371,0,0.0346,0.00285,0.000081,0.0736,0.717,100.021
Moral of the story,Ashe,2nC3QhMI9reBIOWutbU3Tj,"['5/7/2020', '5/14/2020']",['social media pop'],0.572,0.406,10,-8.624,1,0.0427,0.587,0.00000448,0.102,0.265,119.812
לא יוצא למסיבות,מרגי,2r6ssNnhNfT7dy9Bltctgt,"['5/14/2020', '5/21/2020', '6/4/2020', '6/11/2020', '6/18/2020', '6/28/2020']","['israeli hip hop', 'israeli trap']",0.818,0.553,0,-5.694,1,0.0882,0.107,0.00000424,0.118,0.842,118.043
MAMACITA,"The Black Eyed Peas, Ozuna, J Rey Soul",54aWMdoFWALPQvQMxA7d7e,"['5/14/2020', '5/21/2020', '6/4/2020', '6/11/2020', '6/18/2020', '6/28/2020', '7/9/2020']",[],0.653,0.538,0,-3.732,1,0.031,0.37,0,0.248,0.802,84.974
קחי את הפחדים,בניה ברבי,32wnbsKKfvwwfMKHtlNx6k,"['5/21/2020', '6/4/2020', '6/11/2020', '6/18/2020']","['israeli mediterranean', 'israeli pop', 'mizrahi', 'persian pop']",0.527,0.609,11,-7.983,0,0.132,0.405,0.00000348,0.256,0.64,175.498
פשוטים,עקיבא,6HY2UTJc6vsl1HQ0BwlECg,"['5/21/2020', '6/4/2020', '6/11/2020', '6/18/2020', '6/28/2020']",['israeli pop'],0.687,0.369,0,-8.654,1,0.0259,0.801,0.00000106,0.107,0.285,98.014
Saved My Life,Sia,5cpw6QKJcoXzpNBLNUJx2i,"['5/21/2020', '6/4/2020']","['australian dance', 'australian pop', 'dance pop', 'pop', 'pop dance']",0.682,0.503,8,-5.934,1,0.0417,0.213,0,0.0944,0.382,113.988
חנן בן ארי,אם תרצי,5h2vRqdOu3vdCzHoDsBon6,"['6/4/2020', '6/11/2020', '1/7/2021', '1/14/2021', '1/21/2021', '1/28/2021']",['israeli pop'],0.358,0.274,2,-8.018,0,0.0294,0.81,0,0.114,0.182,131.318
ואז את תראי,"דולי ופן, דיקלה, עידן רפאל חביב",3R38LMGri7lxCOjO3MYFBU,"['6/4/2020', '6/11/2020', '6/18/2020', '6/28/2020', '7/9/2020', '7/16/2020']",['israeli pop'],0.432,0.497,8,-8.211,1,0.0433,0.559,0.00000113,0.0807,0.35,167.708
Cuckoo,Netta,6TmpRHZKmvGZoFs7XDXFjK,"['6/4/2020', '6/11/2020', '6/18/2020', '6/28/2020']","['eurovision', 'israeli pop']",0.652,0.564,0,-7.966,1,0.143,0.107,0.000138,0.431,0.389,173.982
שבוע טוב,אברהם טל,4Ow0gCGxYfOcyiCuZOt9mp,"['6/4/2020', '6/11/2020', '6/18/2020', '6/28/2020', '7/9/2020']",['israeli pop'],0.697,0.777,7,-3.472,0,0.0834,0.0107,0,0.097,0.555,103.996
הולכת יחפה,איתי לוי,7gr1ROZKMVPyBoRcycQ7Uk,"['6/4/2020', '6/11/2020', '6/18/2020']",['israeli mediterranean'],0.712,0.537,1,-7.144,1,0.0562,0.429,0,0.107,0.556,112.041
Death bed (coffee for your head),"Powfu, beabadoobee",7eJMfftS33KTjuF7lTsMCx,"['6/4/2020', '6/11/2020', '6/18/2020', '6/28/2020']",['sad rap'],0.726,0.431,8,-8.765,0,0.135,0.731,0,0.696,0.348,144.026
Stuck With U,"Ariana Grande, Justin Bieber",4HBZA5flZLE435QTztThqH,"['6/4/2020', '6/11/2020', '6/18/2020']","['dance pop', 'pop', 'post-teen pop']",0.597,0.45,8,-6.658,1,0.0418,0.223,0,0.382,0.537,178.765
המזרח התיכון,עברי לידר,1aePnUSba3582jOqYzGXHH,"['6/11/2020', '6/18/2020', '6/28/2020', '7/9/2020']","['classic israeli pop', 'israeli pop', 'israeli rock', 'israeli singer-songwriter']",0.787,0.682,7,-6.404,1,0.0749,0.0131,0.000109,0.123,0.51,98.011
Breaking Me,"Topic, AS",3H7ihDc1dqLriiWXwsc2po,"['6/11/2020', '6/18/2020', '6/28/2020', '7/9/2020', '7/16/2020', '7/23/2020']",[],0.789,0.72,8,-5.652,0,0.218,0.223,0,0.129,0.664,122.031
Rain On Me,"Lady Gaga, Ariana Grande",24ySl2hOPGCDcxBxFIqWBu,"['6/11/2020', '6/18/2020', '6/28/2020', '7/9/2020', '7/16/2020', '7/23/2020']","['dance pop', 'pop', 'pop dance']",0.672,0.855,9,-3.764,1,0.0397,0.021,0,0.323,0.646,123.056
מליון דולר,נועה קירל,6fQdXIgZi9tenuFZF4nAtz,"['6/18/2020', '6/28/2020', '7/9/2020', '7/23/2020']",['israeli pop'],0.636,0.531,7,-8.917,0,0.0729,0.291,0.0000593,0.119,0.18,133.959
Watermelon Sugar,Harry Styles,6UelLqGlWMcVH1E5c4H7lY,"['6/18/2020', '6/28/2020', '7/9/2020', '7/16/2020', '7/23/2020', '8/20/2020', '8/27/2020', '9/3/2020', '9/24/2020', '10/1/2020', '10/15/2020', '10/22/2020', '11/5/2020', '11/19/2020', '11/26/2020']","['pop', 'post-teen pop']",0.548,0.816,0,-4.209,1,0.0465,0.122,0,0.335,0.557,95.39
Alien,Dennis Lloyd,1Tqshmc0rnQPaIGJfRp2Da,"['6/28/2020', '7/9/2020', '7/23/2020']","['israeli pop', 'tropical house']",0.71,0.768,0,-4.772,1,0.0457,0.00813,0.0000366,0.0791,0.419,118.085
חצי בשבילי,איתי לוי,28Ab0Nm5emPFFc1K7pRknR,"['6/28/2020', '7/9/2020', '7/16/2020', '7/23/2020']",['israeli mediterranean'],0.727,0.53,10,-6.599,0,0.0939,0.459,0.00000229,0.102,0.368,93.986
כמה אני אוהב אותך,גיא מזיג,0pRuX30dgfJ0RSjp6gwOh4,"['6/28/2020', '7/9/2020', '7/16/2020']",['israeli pop'],0.586,0.966,7,-3.964,1,0.0557,0.00816,0.0000205,0.244,0.79,140.005
Kings & Queens,Ava Max,7a53HqqArd4b9NF4XAmlbI,"['6/28/2020', '7/9/2020', '7/16/2020', '7/23/2020', '8/20/2020']","['dance pop', 'pop']",0.637,0.69,1,-4.057,0,0.0405,0.00786,0,0.124,0.457,129.857
Savage (Remix),"Megan Thee Stallion, Beyonc?",5v4GgrXPMghOnBBLmveLac,"['6/28/2020', '7/9/2020', '7/16/2020', '7/23/2020', '8/20/2020']","['houston rap', 'pop', 'pop rap', 'trap queen']",0.822,0.743,10,-4.772,0,0.28,0.016,0,0.127,0.636,84.459
זוט עני,אלה לי,0mFGPNg7pok4XH8hHwE24x,"['7/9/2020', '7/16/2020', '7/23/2020', '8/20/2020', '8/27/2020']",['israeli pop'],0.814,0.542,8,-5.68,0,0.0602,0.0554,0.000151,0.0689,0.894,138.096
חביב אלבי,"סטטיק ובן אל תבורי, נסרין קדרי",5vCGfl8d5iLZ1BZjEnmRd8,"['7/9/2020', '7/16/2020', '7/23/2020', '8/20/2020']","['israeli pop', 'jewish pop']",0.736,0.784,11,-5.037,1,0.113,0.126,0,0.133,0.65,150.069
אל תגיד,נוי פדלון,57lqlbvQbosyCToSGpR0pS,"['7/9/2020', '7/16/2020', '7/23/2020']",['israeli mediterranean'],0.734,0.458,3,-7.45,0,0.313,0.338,0,0.38,0.412,137.865
Banana (DJ FLe,"Minisiren Remix) - Conkarah, Shaggy",0dZpw3h6KZhcHec61qwevZ,"['7/9/2020', '7/16/2020', '7/23/2020', '8/20/2020']",['jawaiian'],0.824,0.854,8,-5.312,1,0.177,0.016,0.0000495,0.117,0.896,95.114
Rockstar,"DaBaby, Roddy Ricch",7ytR5pFWmSjzHJIeQkgog4,"['7/9/2020', '7/16/2020', '7/23/2020', '8/20/2020', '8/27/2020', '9/3/2020', '9/24/2020', '10/1/2020', '10/15/2020', '10/22/2020']","['north carolina hip hop', 'rap']",0.746,0.69,11,-7.956,1,0.164,0.247,0,0.101,0.497,89.977
TKN,"Rosalia, Travis Scott",4w47S36wQGBhGg073q3nt7,"['7/9/2020', '7/16/2020', '7/23/2020', '8/20/2020', '8/27/2020']",['r&b en espanol'],0.776,0.509,0,-6.266,0,0.467,0.192,0.00000149,0.115,0.485,94.634
תל אביב זה אני ואת,"אמיר ובן, ג'יין בורדו",1miFtZ1QgGhVpVxbL76Y9g,"['7/16/2020', '7/23/2020', '8/20/2020', '8/27/2020', '9/3/2020', '9/24/2020', '10/1/2020']",['israeli pop'],0.847,0.608,8,-4.925,1,0.0645,0.511,0,0.0862,0.707,104.993
X,"Jonas Brothers, KAROL G",7GX5flRQZVHRAGd6B4TmDO,"['7/16/2020', '7/23/2020']","['boy band', 'dance pop', 'pop', 'pop dance', 'pop rock', 'post-teen pop']",0.732,0.75,11,-6.366,0,0.231,0.00264,0,0.109,0.401,155.096
איפה הימים,איתן פלד,314ezHCz8UsGvjR6kYcTfC,"['7/23/2020', '8/20/2020', '8/27/2020', '9/3/2020']",[],0.706,0.893,1,-3.368,0,0.0495,0.323,0,0.266,0.823,143.944
בחלומות שלנו,"דודו אהרון, עדן מאירי",0nLRdLNqBO7EdyRdiixjRk,"['7/23/2020', '8/20/2020', '8/27/2020', '9/3/2020', '9/24/2020', '10/1/2020']","['israeli mediterranean', 'israeli pop', 'mizrahi']",0.651,0.462,7,-7.006,1,0.0334,0.703,0,0.351,0.556,104.303
שלמים,עידן רפאל חביב,72W6xVQGdKHQl348KYgwg2,"['8/20/2020', '8/27/2020', '9/3/2020', '9/24/2020', '10/1/2020', '10/15/2020', '10/22/2020', '11/5/2020', '11/19/2020', '11/26/2020']",['israeli singer-songwriter'],0.417,0.355,0,-12.372,1,0.0599,0.847,0.0000418,0.113,0.0914,86.078
סיבובים,עדן חסון,21qCzrANOK7gB0KPoNE1zP,"['8/20/2020', '8/27/2020', '9/3/2020', '9/24/2020', '10/1/2020', '10/15/2020', '10/22/2020', '11/5/2020', '11/19/2020']",['israeli mediterranean'],0.888,0.786,6,-4.2,0,0.0517,0.135,0.00000295,0.0754,0.771,100.03
קוקוריקו,"עומר אדם, עדן בן זקן",5BqY4WvB0sfGqg4cq25Eto,"['8/20/2020', '8/27/2020', '9/3/2020']","['israeli mediterranean', 'israeli pop', 'mizrahi']",0.787,0.497,10,-7.728,0,0.0396,0.56,0,0.304,0.504,111.991
למה ככה עצובה,"עידן רייכל, סתיו בגר",69TE1rA19DPXWd5ERGUq8F,"['8/20/2020', '8/27/2020', '9/3/2020', '9/24/2020', '10/1/2020']",,0.717,0.803,7,-4.761,0,0.0589,0.18,0,0.0827,0.728,104.024
My Future,Billie Eilish,2ygvZOXrIeVL4xZmAWJT2C,"['8/20/2020', '8/27/2020', '9/3/2020', '9/24/2020', '10/1/2020', '10/15/2020', '10/22/2020', '11/5/2020']","['electropop', 'pop']",0.444,0.309,8,-10.956,1,0.062,0.795,0.132,0.352,0.0875,104.745
exile,"Taylor Swift, Bon Iver",4pvb0WLRcMtbPGmtejJJ6y,"['8/20/2020', '8/27/2020', '9/3/2020']","['dance pop', 'pop', 'pop dance']",0.298,0.38,6,-8.426,1,0.0287,0.778,0.0000562,0.11,0.152,75.602
Come & Go,"Juice WRLD, Marshmello",2Y0wPrPQBrGhoLn14xRYCG,"['8/20/2020', '8/27/2020', '9/3/2020', '9/24/2020', '10/1/2020']","['chicago rap', 'melodic rap']",0.625,0.814,0,-5.181,1,0.0657,0.0172,0,0.158,0.535,144.991
נהיה בסדר,ספיר סבן,3NHx7iwNwaQ2hUqxgRqOxF,"['8/27/2020', '9/3/2020']",['israeli mediterranean'],0.625,0.384,0,-9.65,1,0.0876,0.723,0,0.405,0.469,79.822
Jerusalema,"Master KG, Nomcebo",2MlOUXmcofMackX3bxfSwi,"['8/27/2020', '9/3/2020', '9/24/2020', '10/1/2020', '10/15/2020', '10/22/2020']",['south african house'],0.88,0.483,1,-7.012,1,0.0505,0.0185,0.00000868,0.0607,0.827,124.009
WAP,"Cardi B, Megan Thee Stallion",4Oun2ylbjFKMPTiaSbbCih,"['8/27/2020', '9/3/2020', '9/24/2020', '10/1/2020', '10/15/2020', '10/22/2020', '11/5/2020']","['dance pop', 'pop', 'pop rap', 'rap']",0.935,0.454,1,-7.509,1,0.375,0.0194,0,0.0824,0.357,133.073
I See Red,Everybody Loves An Outlaw,5MAK1nd8R6PWnle1Q1WJvh,"['8/27/2020', '9/3/2020']",['modern blues rock'],0.509,0.448,4,-7.552,0,0.0357,0.00713,0.0137,0.244,0.221,156.909
רסיסים,רביב כנר,4qAHhdpiGcbzqwjqmwuXwj,"['9/3/2020', '9/24/2020', '10/1/2020', '10/15/2020', '10/22/2020', '11/5/2020', '11/19/2020', '11/26/2020', '12/24/2020', '1/7/2021', '1/14/2021', '1/21/2021', '1/28/2021', '2/11/2021']",['israeli pop'],0.59,0.377,2,-7.987,1,0.0287,0.413,0,0.101,0.374,73.99
פרפרים,כרקוקלי,3V89M6UVrGqnUgklaCSa0r,"['9/3/2020', '9/24/2020', '10/1/2020', '10/15/2020', '10/22/2020']",['israeli pop'],0.737,0.678,6,-6.309,1,0.0436,0.0774,0.000413,0.152,0.38,108.981
Dynamite,BTS,4saklk6nie3yiGePpBwUoc,"['9/3/2020', '9/24/2020', '10/1/2020', '10/15/2020', '10/22/2020', '11/5/2020', '11/19/2020']","['k-pop', 'k-pop boy group']",0.746,0.765,6,-4.41,0,0.0993,0.0112,0,0.0936,0.737,114.044
אמבולנס,"נועה קירל, מרגי",67p4gShuvxPoCfT1l6ZxAA,"['9/24/2020', '10/1/2020', '10/15/2020', '10/22/2020', '11/5/2020']",['israeli pop'],0.79,0.768,0,-6.319,1,0.135,0.132,0.00123,0.133,0.678,123.997
שרק תחייך,יובל דיין,7vn9SIc4NraLuIMzUeCK2o,"['9/24/2020', '10/1/2020', '10/15/2020', '10/22/2020', '11/5/2020', '11/19/2020', '11/26/2020', '12/10/2020', '12/17/2020', '12/24/2020']","['israeli pop', 'israeli singer-songwriter']",0.36,0.317,2,-9.483,1,0.034,0.827,0.00000183,0.101,0.278,178.236
Midnight Sky,Miley Cyrus,27ycaQnQAxaPiyeg3nr2aB,"['9/24/2020', '10/1/2020', '10/15/2020', '10/22/2020', '11/5/2020', '11/19/2020', '11/26/2020', '12/10/2020', '12/17/2020', '12/24/2020']","['dance pop', 'pop', 'pop dance', 'post-teen pop']",0.705,0.814,4,-5.466,0,0.0346,0.00115,0.00312,0.203,0.259,110
Head & Heart,"Joel Corry, MNEK",6cx06DFPPHchuUAcTxznu9,"['9/24/2020', '10/1/2020']","['dance pop', 'house', 'pop dance', 'tropical house', 'uk dance']",0.734,0.874,8,-3.158,1,0.0662,0.168,0.0000114,0.0489,0.905,122.953
ג׳וני,בר צברי,0ZnXT3Imvs25erIQh8CT9P,"['10/15/2020', '10/22/2020', '11/5/2020', '11/19/2020', '11/26/2020']",['israeli pop'],0.496,0.376,1,-11.274,1,0.0342,0.793,0.0634,0.177,0.491,109.719
לחזור הביתה,התקווה,00hxhSX2rkkVlO2MvvHpPk,"['10/15/2020', '10/22/2020', '11/5/2020', '11/19/2020', '11/26/2020']",[],0.521,0.65,8,-6.474,1,0.0436,0.272,0,0.0844,0.743,156.003
כל היום,"הראל סקעת, אניה בוקשטיין",2bIgWvrIWqFVt2cfSSp25t,"['10/15/2020', '10/22/2020', '11/5/2020']","['eurovision', 'israeli pop']",0.813,0.617,9,-5.525,0,0.039,0.201,0,0.0917,0.707,122.023
ביחד,"מארינה מקסימיליאן, גיא מענטש",4NJbK9op9ixBJVOXEwNK4R,"['10/15/2020', '10/22/2020', '11/5/2020', '11/19/2020', '11/26/2020']",,0.564,0.593,1,-5.747,0,0.0747,0.409,0,0.267,0.28,108.297
Take You Dancing,Jason Derulo,59qrUpoplZxbIZxk6X0Bm3,"['10/15/2020', '10/22/2020', '11/5/2020', '11/19/2020', '11/26/2020', '12/10/2020', '12/17/2020', '12/24/2020']",['nz pop'],0.789,0.711,2,-4.248,1,0.041,0.0332,0,0.0876,0.753,112.985
Holy,"Justin Bieber, Chance The Rapper",5u1n1kITHCxxp8twBcZxWy,"['10/15/2020', '10/22/2020', '11/5/2020', '11/19/2020', '11/26/2020', '12/10/2020', '12/17/2020', '12/24/2020']","['dance pop', 'hip hop', 'miami hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']",0.673,0.704,6,-8.056,1,0.36,0.196,0,0.0898,0.372,86.919
הנשיקות שלי,עומר אדם,02fVXqkAXSUKnhBrbLBsc4,"['11/5/2020', '11/19/2020', '11/26/2020']","['israeli mediterranean', 'israeli pop', 'mizrahi']",0.662,0.355,8,-8.332,0,0.0391,0.93,0,0.111,0.628,136.091
Positions,Ariana Grande,35mvY5S1H3J2QZyna3TFe0,"['11/5/2020', '11/19/2020', '11/26/2020', '12/10/2020', '12/17/2020', '12/24/2020', '2/11/2021', '2/25/2021']","['dance pop', 'pop', 'post-teen pop']",0.737,0.802,0,-4.771,1,0.0878,0.468,0,0.0931,0.682,144.015
Let's Love,"David Guetta, Sia",4gdfH1xJHag1xh6UfVjTUk,['11/5/2020'],"['australian dance', 'australian pop', 'dance pop', 'pop', 'pop dance']",0.66,0.802,0,-4.856,1,0.0373,0.00207,0,0.4,0.617,103.16
Mood,"kGolden, Iann Dior",3tjFYV6RSFtuktYl3ZtYcq,"['11/5/2020', '11/19/2020', '11/26/2020', '12/10/2020', '12/17/2020', '12/24/2020', '1/21/2021', '1/28/2021', '2/11/2021']",,0.7,0.722,7,-3.558,0,0.0369,0.221,0,0.272,0.756,90.989
אור הירח,"יסמין מועלם, טונה",1B6qAMPiD7sv3WNI90ELMz,"['11/19/2020', '11/26/2020', '12/10/2020', '12/17/2020', '12/24/2020']",['israeli pop'],0.625,0.624,9,-8.391,1,0.14,0.179,0.0000715,0.22,0.394,150.005
חיים מאושרים,"נתן גושן, עדן בן זקן",5bfyO9R6raJctlhVpXzPG4,"['11/19/2020', '11/26/2020', '12/10/2020', '12/17/2020', '12/24/2020', '2/11/2021', '2/25/2021']",['israeli pop'],0.673,0.427,6,-7.629,0,0.0458,0.143,0.000112,0.105,0.393,113.556
Let’s Love,"Sia, David Guetta",4gdfH1xJHag1xh6UfVjTUk,"['11/19/2020', '11/26/2020', '12/10/2020', '12/17/2020']",[],0.66,0.802,0,-4.856,1,0.0373,0.00207,0,0.4,0.617,103.16
Lemonade,"Internet Money, Gunna, Don Toliver, Nav",7hxHWCCAIIxFLCzvDgnQHX,"['11/19/2020', '11/26/2020', '12/10/2020', '12/24/2020']","['pop rap', 'rap', 'trap']",0.8,0.658,1,-6.142,0,0.079,0.25,0,0.111,0.462,140.042
Diamonds,Sam Smith,21Jp2Pv5kI8n1hebJMnT9Z,"['11/19/2020', '11/26/2020']","['dance pop', 'pop', 'post-teen pop', 'uk pop']",0.686,0.657,5,-5.811,1,0.0371,0.191,0,0.0626,0.797,129.963
אלה לי,מה אתה רוצה?,2eBU4szs3ZoBAOYnBdJQjD,"['11/26/2020', '12/3/2020']",['israeli pop'],0.364,0.91,4,-5.896,0,0.0769,0.349,0.0000633,0.247,0.337,115.963
"Justin Bieber, Benny Blanco",Lonely,6tnrFU8iLQ6orFXjCA3flL,"['11/26/2020', '12/3/2020', '12/10/2020', '12/17/2020']","['canadian pop', 'pop', 'post-teen pop']",0.642,0.87,9,-2.879,1,0.034,0.0113,0,0.677,0.649,129.982
בר צברי,ג'וני,2EDhQ1dSfnr3RUe1eFq29s,['12/3/2020'],['israeli pop'],0.282,0.403,4,-6.929,0,0.0353,0.19,0.000459,0.16,0.0781,110.107
עומר אדם,הנשיקות שלי,4aJ16QxHVPXrS3GrlQsWPN,['12/3/2020'],"['israeli mediterranean', 'israeli pop', 'mizrahi']",0.822,0.717,9,-5.105,0,0.186,0.0157,0,0.0968,0.681,136.061
צמאה לאהבה,לירן דנינו,6lSSdXZtqF4tFlmaQyV0ut,"['12/3/2020', '12/10/2020', '12/17/2020']",['israeli pop'],0.645,0.494,1,-7.887,1,0.0357,0.525,0,0.188,0.516,124.98
Ariana Grande,Positions,24ySl2hOPGCDcxBxFIqWBu,"['12/3/2020', '1/7/2021', '1/14/2021', '1/21/2021', '1/28/2021']","['dance pop', 'pop', 'post-teen pop']",0.672,0.855,9,-3.764,1,0.0397,0.021,0,0.323,0.646,123.056
Jason Derulo,Take You Dancing,6KHL1En9v6iNWjcs44mcmU,"['12/3/2020', '1/7/2021', '1/14/2021', '1/21/2021', '1/28/2021']","['dance pop', 'pop', 'pop dance', 'pop rap', 'post-teen pop']",0.529,0.614,9,-5.032,1,0.0479,0.215,0,0.277,0.141,92.972
Miley Cyrus,Midnight Sky,27rdGxbavYJeBphck5MZAF,"['12/3/2020', '1/7/2021']","['dance pop', 'pop', 'pop dance', 'post-teen pop']",0.601,0.794,7,-5.844,0,0.0671,0.00987,0.00000136,0.388,0.244,114.066
"Justin Bieber, Chance The Rapper",Holy,3DXncPQOG4VBw3QHh3S817,['12/3/2020'],"['canadian pop', 'pop', 'post-teen pop']",0.609,0.668,7,-4.284,1,0.0367,0.0552,0,0.167,0.811,80.924
"David Guetta, Sia",Let's Love,2ludbmtPoyCPe2K08fAlFl,['12/3/2020'],"['big room', 'dance pop', 'edm', 'pop', 'pop dance', 'tropical house']",0.542,0.587,4,-6.145,1,0.035,0.0977,0,0.2,0.243,136.915
Billie Eilish,Therefore I Am,4EYiIACD4vGzOmiKYzRdkW,"['12/3/2020', '12/10/2020', '12/17/2020']","['electropop', 'pop']",0.749,0.832,5,-8.415,0,0.0408,0.213,0.276,0.728,0.487,120.046
"Internet Money, Gunna, Don Toliver, Nav",Lemonade,56HRkZUWrin7Y1rr3QBivA,['12/3/2020'],"['pop rap', 'rap', 'trap']",0.465,0.465,1,-9.083,0,0.0368,0.117,0.951,0.253,0.452,142.019
Sam Smith,Diamonds,5N5k9nd479b1xpDZ4usjrg,['12/3/2020'],"['dance pop', 'pop', 'post-teen pop', 'uk pop']",0.781,0.768,11,-5.991,1,0.0394,0.0119,0.00000491,0.325,0.486,123.07
מה אתה רוצה ?,אלה לי,4qBixrI2vHgk95xmBVLBQQ,"['12/10/2020', '12/17/2020', '1/7/2021', '1/14/2021', '1/21/2021', '1/28/2021', '2/11/2021', '2/25/2021']",['israeli pop'],0.7,0.593,9,-9.137,1,0.054,0.773,0,0.871,0.834,107.96
שקיעות אדומות,עדן חסון,74pfNNxGlwSyokwtqxHcDa,"['12/10/2020', '12/17/2020', '12/24/2020', '1/21/2021', '1/28/2021', '2/11/2021', '2/25/2021']",['israeli mediterranean'],0.585,0.394,6,-9.016,0,0.0321,0.676,0,0.119,0.345,84.018
אמן על הילדים,חנן בן ארי,2B2tINzI2NSCEixQWlQBIK,"['12/10/2020', '12/17/2020', '12/24/2020', '2/11/2021']",['israeli pop'],0.458,0.369,10,-12.132,0,0.0711,0.305,0.00000174,0.339,0.239,53.437
אור,אודיה,1B6qAMPiD7sv3WNI90ELMz,"['12/10/2020', '12/17/2020', '12/24/2020']",['israeli pop'],0.625,0.624,9,-8.391,1,0.14,0.179,0.0000715,0.22,0.394,150.005
"Miley Cyrus, Dua Lipa",Prisoner,35XzlcdeCwa3GIKESFQIES,"['12/10/2020', '12/17/2020']","['dance pop', 'pop', 'pop dance', 'post-teen pop']",0.693,0.265,3,-18.972,0,0.0574,0.992,0.968,0.11,0.108,116
? מה אתה רוצה,אלה לי,1inqeo4qN7t9nSPiwZtR82,['12/24/2020'],['israeli pop'],0.694,0.669,6,-6.722,1,0.0385,0.0685,0,0.114,0.618,115.146
Shake Ya Boom Boom,"סטטיק ובן אל תבורי, Black Eyed Peas",6opDlKt74unYFeu9jIfc0k,['12/24/2020'],"['israeli pop', 'jewish pop']",0.917,0.869,1,-3.946,1,0.15,0.071,0,0.0623,0.501,104.95
נשמה שלי,עידן חביב,7606oAr5GqreqTOdIX3uGB,"['12/24/2020', '1/7/2021', '1/14/2021', '1/21/2021', '1/28/2021', '2/11/2021', '2/25/2021']",['israeli singer-songwriter'],0.601,0.444,1,-9.058,0,0.0305,0.423,0.00000206,0.0968,0.304,82.004
Lonely,"Justin Bieber, Benny Blanco",4y4spB9m0Q6026KfkAvy9Q,"['12/24/2020', '1/7/2021', '1/14/2021', '1/21/2021', '1/28/2021', '2/11/2021', '2/25/2021']","['canadian pop', 'pop', 'post-teen pop']",0.631,0.239,11,-7.071,0,0.0398,0.864,0,0.116,0.0927,79.859
Therefore I Am,Billie Eilish,54bFM56PmE4YLRnqpW6Tha,"['12/24/2020', '1/7/2021', '1/14/2021', '1/21/2021', '1/28/2021', '2/11/2021', '2/25/2021']","['electropop', 'pop']",0.889,0.34,11,-7.773,0,0.0697,0.218,0.13,0.055,0.716,94.009
Cold,Chris Stapelton,6HcpKWnYHg7SFqId5CmfbR,"['12/24/2020', '1/7/2021', '1/14/2021', '1/21/2021']","['contemporary country', 'outlaw country']",0.659,0.801,7,-5,1,0.151,0.0134,0.000067,0.0819,0.393,99.938
